Quantify Compound Summary Report 

Printed Mon Nov 30 16:28:57 2020

Compound 1:  tryptophan

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
73	73	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_73	CABIN_TRYPTOPHAN_P3_151020_QC_3	QC	16.000	0.79	13237.480	79362.797	1.668	db	13.6	-15.0
74	74	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_74	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_10	Blank		0.79	5878.597	15.306	3840.714	db	36623.1	
75	75	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_75	CABIN_TRYPTOPHAN_P3_151020_PlasmaLTR_2	Analyte		0.79	841.093	89331.789	0.094	bbI		
76	76	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_76	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_12	Blank		0.79	5446.827	18.302	2976.083	bb	28377.9	
77	77	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_77	CABIN_TRYPTOPHAN_P3_151020_Cal8_2	Standard	0.400	0.79	2752.002	96985.234	0.284	MM	0.4	-0.4
78	78	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_78	CABIN_TRYPTOPHAN_P3_151020_Cal7_2	Standard	0.800	0.78	3423.356	101551.516	0.337	MM	0.9	13.4
79	79	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_79	CABIN_TRYPTOPHAN_P3_151020_Cal6_2	Standard	1.600	0.79	3366.666	82822.727	0.406	MM	1.6	-2.0
80	80	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_80	CABIN_TRYPTOPHAN_P3_151020_Cal5_2	Standard	4.000	0.78	3766.370	82257.109	0.458	dbX	2.1	-48.5
81	81	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_81	CABIN_TRYPTOPHAN_P3_151020_Cal4_2	Standard	6.000	0.79	5697.284	65925.008	0.864	db	5.9	-1.1
82	82	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_82	CABIN_TRYPTOPHAN_P3_151020_Cal3_2	Standard	10.000	0.78	10816.577	91119.000	1.187	MM	9.0	-9.9
83	83	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_83	CABIN_TRYPTOPHAN_P3_151020_Cal2_2	Standard	20.000	0.79	17588.572	80845.469	2.176	db	18.4	-7.8
84	84	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_84	CABIN_TRYPTOPHAN_P3_151020_Cal1_2	Standard	40.000	0.78	49894.195	108869.078	4.583	db	41.4	3.5
85	85	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_85		Blank								

Compound 8:  picolinic acid

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
1	1	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_1	CABIN_TRYPTOPHAN_P3_151020_SingleBlank_1	Blank		0.72	6594.257	3123257.000	0.021	bd	0.0	
2	2	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_2	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_2	Blank		0.78	4439.327			bb		
3	3	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_3	CABIN_TRYPTOPHAN_P3_151020_Cal8_1	Standard	0.400	0.72	7809.450	2579577.500	0.030	MM	0.4	-5.6
4	4	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_4	CABIN_TRYPTOPHAN_P3_151020_Cal7_1	Standard	0.800	0.71	6725.900	1471679.125	0.046	MMX	1.0	21.6
5	5	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_5	CABIN_TRYPTOPHAN_P3_151020_Cal6_1	Standard	1.600	0.71	11117.990	1848806.000	0.060	bb	1.5	-4.4
6	6	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_6	CABIN_TRYPTOPHAN_P3_151020_Cal5_1	Standard	4.000	0.71	26647.301	2137902.250	0.125	dd	4.0	0.4
7	7	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_7	CABIN_TRYPTOPHAN_P3_151020_Cal4_1	Standard	6.000	0.71	35020.734	2075731.625	0.169	bd	5.7	-4.7
8	8	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_8	CABIN_TRYPTOPHAN_P3_151020_Cal3_1	Standard	10.000	0.71	46728.273	1682274.000	0.278	bb	9.9	-0.8
9	9	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_9	CABIN_TRYPTOPHAN_P3_151020_Cal2_1	Standard	20.000	0.71	82240.891	1418074.750	0.580	MM	21.6	7.9
10	10	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_10	CABIN_TRYPTOPHAN_P3_151020_Cal1_1	Standard	40.000	0.71	158273.375	1554762.500	1.018	bb	38.5	-3.8
11	11	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_11	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_3	Blank		0.71	238.157	203.868	11.682	bb	449.7	
12	12	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_12	CABIN_TRYPTOPHAN_P3_151020_8_4CAB0.33	Analyte		0.72	18460.121	2161260.000	0.085	bd	2.5	
13	13	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_13	CABIN_TRYPTOPHAN_P3_151020_8_5CAB0.37	Analyte		0.71	12609.716	1113298.250	0.113	bd	3.6	
14	14	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_14	CABIN_TRYPTOPHAN_P3_151020_8_3CAB0.28	Analyte		0.72	16610.793	1745376.250	0.095	bd	2.9	
15	15	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_15	CABIN_TRYPTOPHAN_P3_151020_31_2CAB1.12	Analyte		0.72	25311.775	1857904.250	0.136	bd	4.5	
16	16	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_16	CABIN_TRYPTOPHAN_P3_151020_16_1CAB0.60	Analyte		0.72	8689.396	1521154.250	0.057	bd	1.4	
17	17	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_17	CABIN_TRYPTOPHAN_P3_151020_16_5CAB0.79	Analyte		0.72	11166.012	1470535.375	0.076	bb	2.1	
18	18	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_18	CABIN_TRYPTOPHAN_P3_151020_16_3CAB0.61	Analyte		0.72	14433.439	1546310.250	0.093	bb	2.8	
19	19	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_19	CABIN_TRYPTOPHAN_P3_151020_16_4CAB0.65	Analyte		0.72	13066.389	1818712.250	0.072	bd	2.0	
20	20	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_20	CABIN_TRYPTOPHAN_P3_151020_52_4CAB2.35	Analyte		0.73	14832.383	1882034.875	0.079	bd	2.2	
21	21	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_21	CABIN_TRYPTOPHAN_P3_151020_52_1CAB2.26	Analyte		0.71	8128.301	860684.250	0.094	bb	2.9	
22	22	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_22	CABIN_TRYPTOPHAN_P3_151020_PlasmaLTR_1	Analyte		0.71	9233.235	726091.688	0.127	bb	4.1	
23	23	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_23	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_4	Blank		0.71	314.131	332.017	9.461	bd	364.1	
24	24	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_24	CABIN_TRYPTOPHAN_P3_151020_52_5CAB2.47	Analyte		0.71	14957.852	1194918.750	0.125	bd	4.0	
25	25	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_25	CABIN_TRYPTOPHAN_P3_151020_52_3CAB2.33	Analyte		0.71	12376.782	1115521.250	0.111	bd	3.5	
26	26	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_26	CABIN_TRYPTOPHAN_P3_151020_14_3CAB0.52	Analyte		0.72	10979.753	1459327.625	0.075	bb	2.1	
27	27	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_27	CABIN_TRYPTOPHAN_P3_151020_14_5CAB0.67	Analyte		0.71	16065.849	1149650.500	0.140	bb	4.6	
28	28	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_28	CABIN_TRYPTOPHAN_P3_151020_14_1CAB0.49	Analyte		0.71	7972.653	1290348.250	0.062	bd	1.6	
29	29	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_29	CABIN_TRYPTOPHAN_P3_151020_QC_5	QC	1.600	0.71	14000.909	2457193.500	0.057	bd	1.4	-12.0
30	30	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_30	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_5	Blank		0.71	254.710			bb		
31	31	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_31	CABIN_TRYPTOPHAN_P3_151020_14_3CAB0.57	Analyte		0.73	14966.383	2015050.500	0.074	bd	2.1	
32	32	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_32	CABIN_TRYPTOPHAN_P3_151020_3_1CAB0.07	Analyte		0.72	7652.395	2020196.250	0.038	bd	0.7	
33	33	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_33	CABIN_TRYPTOPHAN_P3_151020_3_2CAB0.08	Analyte		0.72	17250.488	1820906.625	0.095	bd	2.9	
34	34	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_34	CABIN_TRYPTOPHAN_P3_151020_3_5CAB0.34	Analyte		0.72	10091.662	1392666.500	0.072	bb	2.0	
35	35	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_35	CABIN_TRYPTOPHAN_P3_151020_3_4CAB0.19	Analyte		0.72	23285.324	1587332.625	0.147	bd	4.9	
36	36	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_36	CABIN_TRYPTOPHAN_P3_151020_36_1CAB1.33	Analyte		0.72	8943.742	1441452.500	0.062	bd	1.6	
37	37	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_37	CABIN_TRYPTOPHAN_P3_151020_36_3CAB1.35	Analyte		0.71	20970.770	1254063.125	0.167	bb	5.7	
38	38	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_38	CABIN_TRYPTOPHAN_P3_151020_18_3CAB0.68	Analyte		0.71	13228.592	1018214.125	0.130	bb	4.2	
39	39	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_39	CABIN_TRYPTOPHAN_P3_151020_18_1CAB0.64	Analyte		0.71	13970.209	1661666.750	0.084	bb	2.5	
40	40	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_40	CABIN_TRYPTOPHAN_P3_151020_QC_2	QC	32.000	0.72	201516.766	2442945.250	0.825	bd	31.0	-3.1
41	41	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_41	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_6	Blank		0.72	316.102	179.150	17.645	bd	679.7	
42	42	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_42	CABIN_TRYPTOPHAN_P3_151020_18_4CAB0.71	Analyte		0.72	9521.187	923001.750	0.103	bd	3.2	
43	43	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_43	CABIN_TRYPTOPHAN_P3_151020_25_3CAB0.95	Analyte		0.73	6168.461	1193136.500	0.052	bd	1.2	
44	44	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_44	CABIN_TRYPTOPHAN_P3_151020_25_1CAB0.93	Analyte		0.73	15751.330	1548947.750	0.102	bb	3.1	
45	45	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_45	CABIN_TRYPTOPHAN_P3_151020_25_4CAB0.97	Analyte		0.74	34748.734	1965320.000	0.177	bd	6.0	
46	46	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_46	CABIN_TRYPTOPHAN_P3_151020_25_5CAB1.03	Analyte		0.73	16918.008	936798.813	0.181	bb	6.2	
47	47	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_47	CABIN_TRYPTOPHAN_P3_151020_5_2CAB0.11	Analyte		0.72	8521.692	733309.250	0.116	bd	3.7	
48	48	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_48	CABIN_TRYPTOPHAN_P3_151020_5_1CAB0.10	Analyte		0.73	7848.130	736894.313	0.107	bb	3.3	
49	49	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_49	CABIN_TRYPTOPHAN_P3_151020_QC_6	QC	0.800	0.73	7329.943	1689063.875	0.043	bb	0.9	10.5
50	50	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_50	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_7	Blank		0.72	221.233	534.723	4.137	bb	158.8	
51	51	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_51	CABIN_TRYPTOPHAN_P3_151020_5_5CAB0.29	Analyte		0.73	12425.851	911808.375	0.136	bb	4.5	
52	52	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_52	CABIN_TRYPTOPHAN_P3_151020_5_3CAB0.15	Analyte		0.73	14358.271	1137829.500	0.126	bd	4.1	
53	53	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_53	CABIN_TRYPTOPHAN_P3_151020_5_4CAB0.21	Analyte		0.72	7674.290	820843.813	0.093	bb	2.8	
54	54	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_54	CABIN_TRYPTOPHAN_P3_151020_11_3CAB0.50	Analyte		0.73	9231.776	775428.813	0.119	dd	3.8	
55	55	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_55	CABIN_TRYPTOPHAN_P3_151020_11_5CAB0.70	Analyte		0.73	14224.205	659983.000	0.216	dd	7.5	
56	56	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_56	CABIN_TRYPTOPHAN_P3_151020_11_1CAB0.43	Analyte		0.73	8649.192	776093.313	0.111	bd	3.5	
57	57	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_57	CABIN_TRYPTOPHAN_P3_151020_QC_4	QC	4.000	0.73	18656.895	1588993.000	0.117	bd	3.7	-6.5
58	58	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_58	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_8	Blank		0.79	5947.748	164.583	361.383	bb	13936.0	
59	59	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_59	CABIN_TRYPTOPHAN_P3_151020_11_4CAB0.53	Analyte		0.73	164526.453	461222.219	3.567	bb	136.8	
60	60	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_60	CABIN_TRYPTOPHAN_P3_151020_44_2CAB1.80	Analyte		0.72	9727.406	767214.625	0.127	bb	4.1	
61	61	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_61	CABIN_TRYPTOPHAN_P3_151020_44_5CAB2.10	Analyte		0.73	22871.867	1579080.375	0.145	bd	4.8	
62	62	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_62	CABIN_TRYPTOPHAN_P3_151020_44_1CAB1.75	Analyte		0.73	13503.006	1159622.375	0.116	bb	3.7	
63	63	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_63	CABIN_TRYPTOPHAN_P3_151020_39_5CAB1.81	Analyte		0.74	26240.629	2046474.125	0.128	bd	4.2	
64	64	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_64	CABIN_TRYPTOPHAN_P3_151020_QC_1	QC	40.000	0.73	135455.672	1329366.125	1.019	bd	38.5	-3.7
65	65	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_65	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_9	Blank		0.73	137.344			bd		
66	66	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_66	CABIN_TRYPTOPHAN_P3_151020_39_3CAB1.51	Analyte		0.73	4736.177	534467.750	0.089	bd	2.6	
67	67	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_67	CABIN_TRYPTOPHAN_P3_151020_39_1CAB1.43	Analyte		0.72	11266.277	1024986.500	0.110	bb	3.4	
68	68	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_68	CABIN_TRYPTOPHAN_P3_151020_56_1CAB2.45	Analyte		0.73	5082.091	729101.313	0.070	bb	1.9	
69	69	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_69	CABIN_TRYPTOPHAN_P3_151020_4_1CAB0.09	Analyte		0.73	10331.425	728645.563	0.142	bb	4.7	
70	70	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_70	CABIN_TRYPTOPHAN_P3_151020_4_2CAB0.13	Analyte		0.73	7477.287	929938.875	0.080	bb	2.3	
71	71	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_71	CABIN_TRYPTOPHAN_P3_151020_4_3CAB0.14	Analyte		0.73	12998.837	597684.000	0.217	bb	7.6	
72	72	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_72	CABIN_TRYPTOPHAN_P3_151020_19_1CAB0.69	Analyte		0.72	8574.146	777513.125	0.110	bb	3.5	
73	73	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_73	CABIN_TRYPTOPHAN_P3_151020_QC_3	QC	16.000	0.73	87114.625	2165206.750	0.402	bd	14.7	-8.0
74	74	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_74	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_10	Blank		0.73	381.442	85.024	44.863	bd	1729.4	
75	75	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_75	CABIN_TRYPTOPHAN_P3_151020_PlasmaLTR_2	Analyte		0.72	6341.191	539169.813	0.118	bb	3.7	
76	76	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_76	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_12	Blank		0.72	160.497	119.022	13.485	bb	519.2	
77	77	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_77	CABIN_TRYPTOPHAN_P3_151020_Cal8_2	Standard	0.400	0.73	7312.296	2334251.750	0.031	bd	0.4	4.6
78	78	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_78	CABIN_TRYPTOPHAN_P3_151020_Cal7_2	Standard	0.800	0.73	5424.019	1288553.625	0.042	MM	0.8	4.2
79	79	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_79	CABIN_TRYPTOPHAN_P3_151020_Cal6_2	Standard	1.600	0.73	9434.988	1481180.625	0.064	bd	1.7	4.2
80	80	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_80	CABIN_TRYPTOPHAN_P3_151020_Cal5_2	Standard	4.000	0.73	15996.945	1422813.125	0.112	bd	3.5	-11.3
81	81	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_81	CABIN_TRYPTOPHAN_P3_151020_Cal4_2	Standard	6.000	0.73	24306.643	1327392.500	0.183	bd	6.3	4.5
82	82	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_82	CABIN_TRYPTOPHAN_P3_151020_Cal3_2	Standard	10.000	0.73	31258.730	1121576.250	0.279	bd	10.0	-0.4
83	83	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_83	CABIN_TRYPTOPHAN_P3_151020_Cal2_2	Standard	20.000	0.73	77081.914	1451379.625	0.531	bd	19.7	-1.5
84	84	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_84	CABIN_TRYPTOPHAN_P3_151020_Cal1_2	Standard	40.000	0.73	129219.625	1144315.125	1.129	bd	42.8	6.9
85	85	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_85		Blank								

Compound 9:  xanthurenic acid

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
1	1	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_1	CABIN_TRYPTOPHAN_P3_151020_SingleBlank_1	Blank				257770.391				
2	2	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_2	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_2	Blank								
3	3	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_3	CABIN_TRYPTOPHAN_P3_151020_Cal8_1	Standard	0.400	4.04	323.425	240298.906	0.013	MM	0.4	-4.0
4	4	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_4	CABIN_TRYPTOPHAN_P3_151020_Cal7_1	Standard	0.800	4.06	578.520	267916.813	0.022	MMX	0.6	-24.4
5	5	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_5	CABIN_TRYPTOPHAN_P3_151020_Cal6_1	Standard	1.600	4.06	1029.683	209370.000	0.049	bbX	1.4	-15.3
6	6	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_6	CABIN_TRYPTOPHAN_P3_151020_Cal5_1	Standard	4.000	4.07	2378.671	186035.109	0.128	bb	3.5	-12.7
7	7	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_7	CABIN_TRYPTOPHAN_P3_151020_Cal4_1	Standard	6.000	4.06	4504.512	201147.734	0.224	bd	6.1	1.7
8	8	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_8	CABIN_TRYPTOPHAN_P3_151020_Cal3_1	Standard	10.000	4.06	6657.701	191350.625	0.348	bb	9.5	-5.3
9	9	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_9	CABIN_TRYPTOPHAN_P3_151020_Cal2_1	Standard	20.000	4.06	16289.894	215442.031	0.756	bb	20.6	2.8
10	10	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_10	CABIN_TRYPTOPHAN_P3_151020_Cal1_1	Standard	40.000	4.06	37270.457	245303.125	1.519	bb	41.3	3.3
11	11	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_11	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_3	Blank				18.653				
12	12	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_12	CABIN_TRYPTOPHAN_P3_151020_8_4CAB0.33	Analyte		4.06	1793.310	282980.875	0.063	bb	1.7	
13	13	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_13	CABIN_TRYPTOPHAN_P3_151020_8_5CAB0.37	Analyte		4.05	4298.639	265132.625	0.162	bb	4.4	
14	14	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_14	CABIN_TRYPTOPHAN_P3_151020_8_3CAB0.28	Analyte		4.06	2193.475	277148.719	0.079	bd	2.2	
15	15	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_15	CABIN_TRYPTOPHAN_P3_151020_31_2CAB1.12	Analyte		4.06	1897.559	277559.875	0.068	bb	1.9	
16	16	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_16	CABIN_TRYPTOPHAN_P3_151020_16_1CAB0.60	Analyte		4.07	1448.479	236451.469	0.061	bd	1.7	
17	17	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_17	CABIN_TRYPTOPHAN_P3_151020_16_5CAB0.79	Analyte		4.06	3213.497	270831.188	0.119	bd	3.2	
18	18	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_18	CABIN_TRYPTOPHAN_P3_151020_16_3CAB0.61	Analyte		4.06	5637.256	266421.219	0.212	bb	5.8	
19	19	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_19	CABIN_TRYPTOPHAN_P3_151020_16_4CAB0.65	Analyte		4.05	4146.407	267821.125	0.155	bb	4.2	
20	20	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_20	CABIN_TRYPTOPHAN_P3_151020_52_4CAB2.35	Analyte		4.06	1794.606	291806.969	0.061	bb	1.7	
21	21	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_21	CABIN_TRYPTOPHAN_P3_151020_52_1CAB2.26	Analyte		4.06	1648.380	266662.250	0.062	bb	1.7	
22	22	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_22	CABIN_TRYPTOPHAN_P3_151020_PlasmaLTR_1	Analyte		4.05	2213.096	241587.781	0.092	bb	2.5	
23	23	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_23	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_4	Blank								
24	24	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_24	CABIN_TRYPTOPHAN_P3_151020_52_5CAB2.47	Analyte		4.06	2782.263	247814.297	0.112	bd	3.1	
25	25	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_25	CABIN_TRYPTOPHAN_P3_151020_52_3CAB2.33	Analyte		4.06	1830.249	223718.891	0.082	bb	2.2	
26	26	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_26	CABIN_TRYPTOPHAN_P3_151020_14_3CAB0.52	Analyte		4.06	1948.652	274779.969	0.071	bb	1.9	
27	27	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_27	CABIN_TRYPTOPHAN_P3_151020_14_5CAB0.67	Analyte		4.05	5463.912	304648.094	0.179	bb	4.9	
28	28	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_28	CABIN_TRYPTOPHAN_P3_151020_14_1CAB0.49	Analyte		4.06	1060.195	271669.781	0.039	bb	1.1	
29	29	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_29	CABIN_TRYPTOPHAN_P3_151020_QC_5	QC	1.600	4.06	858.988	206842.359	0.042	MM	1.1	-28.3
30	30	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_30	CABIN_TRYPTOPHAN_P3_151020_DoubleBlank_5	Blank		4.06	11.886			db		
31	31	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_31	CABIN_TRYPTOPHAN_P3_151020_14_3CAB0.57	Analyte		4.06	2415.629	298354.625	0.081	bb	2.2	
32	32	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_32	CABIN_TRYPTOPHAN_P3_151020_3_1CAB0.07	Analyte		4.07	389.835	294713.688	0.013	bb	0.4	
33	33	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_33	CABIN_TRYPTOPHAN_P3_151020_3_2CAB0.08	Analyte		4.06	2246.188	300184.250	0.075	bb	2.1	
34	34	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_34	CABIN_TRYPTOPHAN_P3_151020_3_5CAB0.34	Analyte		4.06	1618.099	282748.375	0.057	bb	1.6	
35	35	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_35	CABIN_TRYPTOPHAN_P3_151020_3_4CAB0.19	Analyte		4.07	6458.812	275676.406	0.234	bb	6.4	
36	36	_MS_TRYPTOPHAN_PAT01_PLASMA_MRproject_P3_36	CABIN_TRYPTOPHAN_P3_151020_36_1CAB1.33	Analyte		4.04	889.809	284739.844	0.031	bd	0.9	
